RANK,NAME,EVENT,SG:T,SG:T2G,SG:P,SG:OTT,SG:APP,SG:ARG
20,Brooks Koepka,wmopen,1.906,-1.837,3.743,1.453,-2.226,-1.063
20,Billy Horschel,wmopen,4.906,3.665,1.241,4.09,0.296,-0.72
22,Ryan Palmer,wmopen,4.906,8.095,-3.189,5.111,2.274,0.711
23,Brendan Steele,wmopen,5.906,4.078,1.828,1.213,-0.095,2.961
24,Webb Simpson,wmopen,6.906,5.992,0.914,1.791,3.106,1.096
25,Gary Woodland,wmopen,3.906,2.105,1.801,-0.245,3.582,-1.231
26,Patrick Rodgers,wmopen,5.906,7.198,-1.292,4.805,2.073,0.321
26,Keegan Bradley,wmopen,4.906,6.701,-1.795,-0.25,4.423,2.529
28,Anirban Lahiri,wmopen,3.906,3.415,0.491,-0.932,3.566,0.782
28,Emiliano Grillo,wmopen,0.906,2.298,-1.392,1.496,4.487,-3.684
30,Martin Laird,wmopen,1.906,-0.99,2.896,-4.556,3.862,-0.295
31,Ben Crane,wmopen,4.906,6.24,-1.334,1.023,3.918,1.3
32,Ryan Moore,wmopen,7.906,5.972,1.934,-0.163,1.055,5.081
33,Blayne Barber,wmopen,0.906,0.446,0.46,1.63,2.561,-3.744
34,Charley Hoffman,wmopen,-0.094,1.458,-1.552,2.99,-2.412,0.881
35,Jeff Overton,wmopen,1.906,1.904,0.002,2.037,1.037,-1.169
36,William McGirt,wmopen,4.906,4.995,-0.089,2.086,3.985,-1.075
37,Scott Pinckney,wmopen,2.906,3.06,-0.154,3.264,2.883,-3.086
38,Scott Piercy,wmopen,0.906,5.227,-4.321,4.528,2.69,-1.99
39,Tyrone Van Aswegen,wmopen,5.906,5.929,-0.023,-0.287,5,1.217
40,Geoff Ogilvy,wmopen,-0.094,1.449,-1.543,1.176,2.154,-1.88
41,Matt Every,wmopen,4.906,2.441,2.465,-1.45,3.88,0.012
42,Brendon Todd,wmopen,-1.094,-8.984,7.89,-6.003,-4.412,1.432
43,Greg Owen,wmopen,0.906,5.579,-4.673,2.357,4.627,-1.404
44,Brandt Snedeker,wmopen,3.906,1.302,2.604,0.135,1.185,-0.017
45,Jason Bohn,wmopen,2.906,2.406,0.5,2.567,3.421,-3.581
46,Whee Kim,wmopen,-1.094,4.971,-6.065,2.762,1.376,0.834
47,Kyle Stanley,wmopen,0.906,3.401,-2.495,0.173,2.333,0.896
48,Brett Stegmaier,wmopen,1.906,0.369,1.537,1.401,2.751,-3.782
48,Kevin Na,wmopen,4.906,5.843,-0.937,-3.004,2.794,6.054
50,Colt Knost,wmopen,4.906,0.366,4.54,-0.077,-0.2,0.644
50,Michael Kim,wmopen,0.906,-2.947,3.853,1.603,-2.996,-1.553
52,Brian Harman,wmopen,-2.094,-8.603,6.509,-2.886,-6.205,0.489
53,Robert Streb,wmopen,2.906,2.332,0.574,0.666,3.633,-1.966
54,K.J. Choi,wmopen,5.906,1.644,4.262,-1.163,-6.025,8.833
55,Chesson Hadley,wmopen,-3.094,-2.781,-0.313,-2.703,-0.198,0.121
56,Retief Goosen,wmopen,-0.094,-1.268,1.174,-0.156,-2.079,0.968
57,Matt Jones,wmopen,-3.094,-5.255,2.161,3.735,-5.667,-3.322
58,Mark Wilson,wmopen,-5.094,-5.891,0.797,-0.869,-2.618,-2.403
59,Chris Kirk,wmopen,2.906,2.016,0.89,-0.8,3.678,-0.861
60,Daniel Berger,wmopen,-2.094,-2.665,0.571,1.302,-2.023,-1.943
61,Nick Taylor,wmopen,-5.094,-2.497,-2.597,2.019,-1.487,-3.028
62,Daniel Summerhays,wmopen,-6.094,-2.837,-3.257,-2.827,2.229,-2.238
63,Bo Van Pelt,wmopen,-0.094,1.033,-1.127,0.217,1.514,-0.697
64,Brian Gay,wmopen,-4.094,-8.497,4.403,-6.182,-4.876,2.562
65,Brendon de Jonge,wmopen,-0.094,3.235,-3.329,-1.79,0.124,4.902
65,Mark Hubbard,wmopen,-3.094,-2.784,-0.31,0.3,-2.886,-0.197
67,Patton Kizzire,wmopen,-3.094,-4.672,1.578,-3.147,0.972,-2.496
68,Si Woo Kim,wmopen,-6.094,-5.777,-0.317,-0.457,-3.308,-2.011
69,Seung-Yul Noh,wmopen,-15.094,-8.939,-6.155,-7.891,-1.186,0.139
1,Jonas Blixt,att,7.145,5.378,1.768,2.545,3.817,-0.985
2,Justin Rose,att,4.049,2.615,1.434,1.693,0.654,0.268
3,Patrick Reed,att,7.049,6.004,1.045,2.032,2.685,1.287
3,Vaughn Taylor,att,9.203,10.098,-0.895,0.135,9.324,0.638
5,Hiroshi Iwata,att,7.145,2.714,4.432,0.471,0.88,1.362
6,Phil Mickelson,att,7.049,1.662,5.387,-1.349,0.21,2.801
7,Brooks Koepka,att,6.049,1.728,4.321,0.286,2.201,-0.759
8,Roberto Castro,att,4.203,2.101,2.102,1.313,-0.093,0.88
9,Kevin Streelman,att,7.049,4.926,2.123,-0.039,6.529,-1.564
10,Bronson Burgoon,att,1.145,2.193,-1.047,-3.554,4.538,1.208
11,Lucas Glover,att,4.203,3.217,0.986,0.601,1.779,0.836
12,Stewart Cink,att,4.203,1.655,2.548,0.874,1.318,-0.538
13,Matt Jones,att,3.203,2.101,1.102,1.474,0.483,0.143
14,Jim Herman,att,7.145,4.701,2.445,2.416,-0.077,2.361
15,Bill Haas,att,5.049,1.065,3.984,0.953,0.208,-0.096
16,J.B. Holmes,att,5.049,1.913,3.136,-0.117,-0.355,2.385
17,Danny Lee,att,0.049,2.466,-2.417,0.984,0.029,1.453
18,Brandt Snedeker,att,4.049,4.263,-0.214,1.314,-2.534,5.483
18,Freddie Jacobson,att,8.203,1.13,7.073,0.856,0.263,0.01
20,Jason Day,att,4.049,3.977,0.072,-0.134,1.623,2.488
21,Tyler Aldridge,att,8.049,6.995,1.054,1.01,4.374,1.611
22,David Hearn,att,1.145,3.127,-1.981,-0.028,2.145,1.009
23,Cameron Smith,att,0.145,-2.689,2.835,-0.375,-1.817,-0.498
24,Spencer Levin,att,9.203,7.466,1.737,-0.412,5.283,2.594
25,Ryan Ruffels,att,-0.797,1.429,-2.226,2.12,-2.217,1.525
26,Ryan Palmer,att,-0.797,-1.318,0.521,2.141,-0.638,-2.822
27,Dawie van der Walt,att,8.203,3.623,4.58,0.664,1.905,1.053
28,Luke Guthrie,att,3.145,-0.195,3.341,-0.649,2.678,-2.225
28,Mark Hubbard,att,-0.797,2.574,-3.371,1.01,1.391,0.172
30,Jordan Spieth,att,5.049,2.357,2.692,1.773,-0.505,1.089
31,Shane Lowry,att,2.145,1.12,1.026,1.137,-0.555,0.537
32,Padraig Harrington,att,0.145,2.923,-2.777,0.903,-2.308,4.327
33,Tom Hoge,att,-1.855,-1.296,-0.558,-0.079,0.404,-1.622
34,Chez Reavie,att,-1.855,0.571,-2.425,0.472,1.544,-1.446
35,Will Wilcox,att,1.203,3.246,-2.043,0.918,3.205,-0.878
35,Ricky Barnes,att,-1.855,-1.25,-0.604,0.209,0.735,-2.195
37,Steve Marino,att,3.203,3.08,0.123,1.186,1.828,0.065
38,Nick Taylor,att,2.049,0.267,1.782,-1.469,1.005,0.731
39,Sean O'Hair,att,3.145,2.624,0.522,-0.447,0.428,2.642
39,Jason Kokrak,att,2.145,0.495,1.651,-0.609,2.364,-1.261
41,Andrew Loupe,att,0.145,-0.196,0.342,-3.446,0.818,2.431
41,Si Woo Kim,att,2.203,2.86,-0.657,1.109,0.313,1.437
43,Dustin Johnson,att,3.049,1.785,1.264,-0.569,1.035,1.319
44,Aaron Baddeley,att,-1.951,-3.308,1.357,0.231,-1.533,-2.006
44,Jimmy Walker,att,10.049,7.054,2.995,0.251,4.85,1.953
46,Shane Bertsch,att,7.203,3.603,3.6,0.398,2.177,1.027
47,Kyle Stanley,att,0.203,1.457,-1.254,0.98,0.347,0.129
48,Jason Gore,att,-0.855,-1.371,0.517,-0.553,5.183,-6.002
49,Luke Donald,att,3.049,1.441,1.608,-2.65,3.257,0.834
50,Steven Bowditch,att,5.203,0.63,4.573,-3.049,1.326,2.352
51,Pat Perez,att,2.145,3.742,-1.596,-0.051,5.103,-1.311
51,Sung Kang,att,-1.951,1.792,-3.743,-0.655,1.872,0.575
53,Thomas Aiken,att,-1.951,0.729,-2.68,0.152,2.084,-1.507
54,Billy Hurley III,att,0.145,-3.617,3.763,-0.91,-0.566,-2.142
55,Jason Dufner,att,-0.855,3.14,-3.994,1.831,1.935,-0.627
55,Jason Bohn,att,-4.855,-4.659,-0.195,-0.066,-2.462,-2.132
57,Peter Malnati,att,-3.797,-1.825,-1.972,1.095,-2.369,-0.552
58,Davis Love III,att,-1.951,-0.944,-1.007,-1.89,2.689,-1.743
59,Zac Blair,att,0.203,-1.185,1.388,1.136,-2.567,0.245
60,Alex Cejka,att,1.049,0.684,0.365,1.113,-0.097,-0.332
61,Derek Fathauer,att,-3.797,-4.477,0.68,-4.207,1.035,-1.306
62,Jerry Kelly,att,-6.951,-6.615,-0.336,-0.172,-6.579,0.136
63,Tyrone Van Aswegen,att,2.145,1.929,0.217,-0.935,2.392,0.471
64,Colt Knost,att,-1.797,-5.61,3.813,0.515,-1.414,-4.712
65,Austin Connelly,att,0.203,3.259,-3.056,-0.276,1.991,1.543
66,Dicky Pride,att,-3.855,-2.624,-1.23,1.078,-4,0.297
67,Brian Gay,att,-0.797,-3.368,2.571,0.882,-6.188,1.937
68,Jonathan Byrd,att,2.145,0.128,2.018,-2.025,1.845,0.307
69,Rhein Gibson,att,-4.951,-4.239,-0.712,-0.355,-2.116,-1.768
1,Jason Kokrak,genesis,13.887,11.478,2.409,4.194,8.679,-1.395
2,Ryan Moore,genesis,8.887,7.767,1.12,1.672,4.245,1.85
3,Adam Scott,genesis,13.887,9.135,4.752,1.079,5.498,2.558
4,Tyrone Van Aswegen,genesis,5.887,1.303,4.584,0.419,1.863,-0.979
5,Dustin Johnson,genesis,12.887,9.971,2.916,4.453,6.671,-1.153
6,Bubba Watson,genesis,14.887,9.645,5.242,2.491,6.777,0.377
7,Hideki Matsuyama,genesis,7.887,9.685,-1.798,3.366,9.526,-3.207
8,Seung-Yul Noh,genesis,5.887,0.891,4.996,0.272,1.29,-0.671
9,Adam Hadwin,genesis,6.887,2.849,4.038,2.023,1.065,-0.239
10,K.J. Choi,genesis,11.887,6.42,5.467,-3.191,6.133,3.478
11,Chez Reavie,genesis,10.887,6.996,3.891,2.431,4.949,-0.384
12,Marc Leishman,genesis,11.887,9.597,2.29,3.47,4.758,1.369
13,J.B. Holmes,genesis,7.887,11.261,-3.374,4.676,6.039,0.546
14,Matt Kuchar,genesis,9.887,4.607,5.28,0.982,4.182,-0.557
15,Harold Varner III,genesis,4.887,4.408,0.479,3.246,1.04,0.122
16,Steve Stricker,genesis,7.887,-0.446,8.333,-4.33,-1.256,5.14
17,Ben Martin,genesis,6.887,0.933,5.954,1.04,-4.493,4.386
18,Kyle Reifers,genesis,4.887,6.112,-1.225,0.256,5.978,-0.122
19,Brendan Steele,genesis,2.887,5.162,-2.275,3.524,1.348,0.29
20,Carlos Ortiz,genesis,4.887,-0.841,5.728,-5.05,2.812,1.397
21,Justin Rose,genesis,6.887,9.486,-2.599,2.516,5.058,1.912
22,Justin Leonard,genesis,6.887,4.534,2.353,-0.869,1.188,4.215
22,Martin Laird,genesis,7.887,7.218,0.669,1.009,3.726,2.483
24,Rory McIlroy,genesis,5.887,4.655,1.232,4.227,1.959,-1.531
25,Ricky Barnes,genesis,4.887,0.089,4.798,-1.52,1.52,0.089
26,Ernie Els,genesis,4.887,2.279,2.608,-0.435,-1.061,3.775
27,Troy Merritt,genesis,7.887,5.029,2.858,-0.697,3.165,2.561
28,Scott Brown,genesis,2.887,2.044,0.843,1.759,1.984,-1.699
29,Gary Woodland,genesis,4.887,2.549,2.338,3.302,0.003,-0.756
30,Kevin Chappell,genesis,4.887,4.642,0.245,-0.774,3.018,2.398
31,Justin Thomas,genesis,-0.113,2.497,-2.61,3.818,0.185,-1.506
31,Luke List,genesis,5.887,6.125,-0.238,2.512,-2.734,6.347
33,Jamie Lovemark,genesis,5.887,-0.679,6.566,0.624,-6.94,5.637
34,Sung Kang,genesis,9.887,4.166,5.721,1.061,2.42,0.685
35,Charl Schwartzel,genesis,1.887,-2.823,4.71,0.793,-2.353,-1.263
36,William McGirt,genesis,5.887,4.432,1.455,0.989,-0.485,3.928
37,Andrew Loupe,genesis,-2.113,-2.777,0.664,2.657,-5.62,0.186
38,Charlie Danielson,genesis,-5.113,-6.055,0.942,-0.691,-1.85,-3.514
39,Camilo Villegas,genesis,3.887,4.333,-0.446,-1.005,3.893,1.445
40,Jamie Donaldson,genesis,-0.113,-1.224,1.111,0.343,-2.303,0.736
41,Francesco Molinari,genesis,0.887,3.426,-2.539,-0.418,2.405,1.439
42,Stewart Cink,genesis,1.887,3.338,-1.451,0.826,3.942,-1.43
43,Derek Fathauer,genesis,-0.113,1.229,-1.342,0.457,-1.906,2.678
44,Paul Casey,genesis,2.887,4.063,-1.176,3.91,3.269,-3.116
45,Padraig Harrington,genesis,1.887,-1.911,3.798,0.278,-1.042,-1.147
46,Nick Taylor,genesis,4.887,0.287,4.6,1.791,-0.236,-1.268
47,Anirban Lahiri,genesis,2.887,-0.904,3.791,0.451,-1.803,0.448
48,David Toms,genesis,2.887,-1.877,4.764,-2.028,0.317,-0.166
49,Spencer Levin,genesis,3.887,-0.848,4.735,-0.568,-0.326,0.046
50,Stuart Appleby,genesis,4.887,-0.134,5.021,-3.847,3.153,0.56
51,Cameron Smith,genesis,-2.113,-0.717,-1.396,-1.302,-0.572,1.157
52,Jon Curran,genesis,4.887,1.702,3.185,-1.933,-3.167,6.802
53,Harris English,genesis,2.887,-1.02,3.907,0.508,-4.235,2.707
54,Carl Pettersson,genesis,-1.113,-7.366,6.253,-1.809,-3.536,-2.021
55,J.J. Henry,genesis,-3.113,-4.578,1.465,-0.251,-1.569,-2.758
56,Patton Kizzire,genesis,0.887,-0.585,1.472,-2.407,-1.381,3.203
57,Will MacKenzie,genesis,-1.113,1.967,-3.08,-1.024,4.576,-1.585
58,Mark Hubbard,genesis,-0.113,-1.308,1.195,2.581,-1.46,-2.429
59,Aaron Baddeley,genesis,4.887,-1.368,6.255,-1.116,-0.083,-0.169
59,Cameron Tringale,genesis,-4.113,-0.297,-3.816,-3.907,4.051,-0.441
61,Billy Horschel,genesis,-0.113,-2.459,2.346,0.238,2.768,-5.465
62,Fabián Gómez,genesis,1.887,-5.537,7.424,-2.216,-0.201,-3.12
63,Jason Dufner,genesis,-4.113,2.732,-6.845,0.743,2.374,-0.385
63,Retief Goosen,genesis,1.887,-0.375,2.262,-3.267,0.873,2.019
65,Luke Donald,genesis,1.887,3.369,-1.482,-1.43,2.519,2.28
66,Vijay Singh,genesis,1.887,-0.841,2.728,-2.74,-1.051,2.95
67,Brian Harman,genesis,-5.113,-4.399,-0.714,1.554,-8.694,2.741
68,Andy Sullivan,genesis,-4.113,-2.691,-1.422,0.885,-1.806,-1.77
69,Ben Crane,genesis,-1.113,-2.22,1.107,-4.169,0.722,1.227
70,Morgan Hoffmann,genesis,-4.113,-4.85,0.737,-1.895,-2.311,-0.644
71,Charley Hoffman,genesis,-2.113,-0.529,-1.584,1.15,-1.455,-0.224
72,Chris Stroud,genesis,-1.113,-4.919,3.806,-1.181,-2.25,-1.488
73,Chad Collins,genesis,-3.113,-2.077,-1.036,-1.698,-4.794,4.415
74,Mark Wilson,genesis,-5.113,-2.105,-3.008,-2.4,-2.43,2.725
75,Rhein Gibson,genesis,-7.113,-6.071,-1.042,-0.897,0.17,-5.344
76,Charles Howell III,genesis,-6.113,-2.552,-3.561,-1.088,-0.337,-1.127
1,Adam Scott,honda,15.686,13.013,2.672,4.705,7.686,0.622
2,Billy Horschel,honda,8.686,10.117,-1.432,4.348,5.793,-0.024
3,Sergio Garcia,honda,14.686,13.315,1.37,3.986,10.628,-1.299
4,Justin Thomas,honda,11.686,13.249,-1.564,2.52,6.558,4.171
5,Blayne Barber,honda,11.686,7.927,3.758,0.479,5.72,1.728
6,Graeme McDowell,honda,10.686,7.354,3.331,2.15,3.804,1.4
7,Sean O'Hair,honda,6.686,1.685,5,0.941,0.519,0.225
8,John Huh,honda,6.686,5.355,1.33,-0.563,4.9,1.018
9,William McGirt,honda,8.686,4.406,4.279,-2.111,5.356,1.161
9,Chesson Hadley,honda,5.686,1.389,4.296,-0.879,0.368,1.9
11,Patton Kizzire,honda,4.686,-0.521,5.206,2.469,-1.365,-1.625
12,Vijay Singh,honda,9.686,7.682,2.003,1.526,1.695,4.461
13,Andrew Loupe,honda,6.686,2.552,4.133,-5.774,7.609,0.717
14,Rickie Fowler,honda,9.686,6.669,3.016,5.557,1.079,0.033
15,Kyle Stanley,honda,2.686,3.288,-0.603,0.287,-1.187,4.188
16,Jimmy Walker,honda,2.686,4.926,-2.241,2.045,3.825,-0.944
17,Scott Brown,honda,7.686,7.286,0.399,-0.832,4.866,3.252
17,Camilo Villegas,honda,6.686,4.674,2.011,-2.941,7.517,0.098
19,Sung Kang,honda,7.686,4.188,3.497,2.995,0.645,0.548
20,Smylie Kaufman,honda,3.686,-1.383,5.068,-1.524,-2.133,2.274
21,Greg Owen,honda,5.686,8.246,-2.561,3.416,6.021,-1.191
21,Brooks Koepka,honda,4.686,5.767,-1.082,2.617,0.011,3.139
23,Paul Casey,honda,2.686,-1.696,4.381,0.903,-0.204,-2.395
23,Stewart Cink,honda,4.686,10.189,-5.504,1.723,2.399,6.067
25,Ryan Palmer,honda,4.686,5.836,-1.151,6.682,-2.468,1.622
26,Spencer Levin,honda,0.686,-0.913,1.598,1.382,-3.954,1.659
27,Sam Saunders,honda,6.686,2.481,4.204,-1.885,0.627,3.739
28,Padraig Harrington,honda,2.686,3.759,-1.074,-1.126,1.294,3.591
28,Colt Knost,honda,4.686,0.205,4.48,1.03,1.162,-1.987
30,Bronson Burgoon,honda,6.686,7.217,-0.532,0.113,6.594,0.51
31,Ken Duke,honda,3.686,4.83,-1.145,-2.271,5.13,1.971
32,Luke List,honda,7.686,6.126,1.559,1.276,4.97,-0.12
33,Will MacKenzie,honda,1.686,1.812,-0.127,1.829,-0.011,-0.006
34,Alex Cejka,honda,5.686,3.607,2.078,-4.816,5.594,2.829
35,Brendan Steele,honda,6.686,4.278,2.407,4.864,-2.126,1.54
36,Graham DeLaet,honda,0.686,1.254,-0.569,2.816,-0.88,-0.682
37,Hudson Swafford,honda,-1.314,-1.101,-0.214,5.273,1.362,-7.736
38,Russell Knox,honda,4.686,7.809,-3.124,2.139,6.645,-0.975
39,John Senden,honda,7.686,5.208,2.477,0.464,2.575,2.169
40,Freddie Jacobson,honda,4.686,-0.042,4.727,-0.8,2.698,-1.94
40,Michael Thompson,honda,0.686,1.066,-0.381,-2.406,0.222,3.25
42,Seung-Yul Noh,honda,-1.314,-1.257,-0.058,-4.435,-0.529,3.707
43,Shane Lowry,honda,0.686,0.768,-0.083,2.67,0.849,-2.751
44,Derek Fathauer,honda,4.686,-1.735,6.42,-4.786,3.51,-0.459
44,Jason Dufner,honda,-0.314,3.257,-3.572,1.936,1.942,-0.621
46,Morgan Hoffmann,honda,-0.314,-1.207,0.892,-4.878,1.969,1.702
47,Ian Poulter,honda,2.686,2.016,0.669,0.525,0.504,0.987
48,Will Wilcox,honda,2.686,0.475,2.21,0.705,1.831,-2.061
48,Robert Streb,honda,4.686,2.327,2.358,-1.596,5.697,-1.774
50,Daniel Summerhays,honda,3.686,-3.036,6.721,-0.083,-5.07,2.117
51,Gary Woodland,honda,-0.314,1.756,-2.071,1.115,-1.177,1.818
52,Ben Martin,honda,-3.314,-2.288,-1.027,2.831,-0.011,-5.108
53,Brett Stegmaier,honda,5.686,6.597,-0.912,0.983,5.852,-0.238
54,Andy Sullivan,honda,4.686,5.46,-0.775,1.832,4.222,-0.594
55,Erik Compton,honda,1.686,4.741,-3.056,0.417,3.399,0.925
56,Retief Goosen,honda,2.686,-2.385,5.07,-3.454,1.595,-0.526
57,George McNeill,honda,0.686,-2.242,2.927,-1.463,-1.148,0.369
58,Tom Hoge,honda,3.686,-1.568,5.253,-3.386,3.004,-1.186
59,Mark Hubbard,honda,-1.314,-3.591,2.276,1.769,-5.311,-0.049
60,Michael Kim,honda,0.686,-1.547,2.232,-2.295,2.842,-2.094
61,Jeff Overton,honda,5.686,4.479,1.206,1.946,0.339,2.194
62,Phil Mickelson,honda,3.686,3.864,-0.179,0.999,3.595,-0.73
63,Luke Donald,honda,-0.314,3.681,-3.996,-0.992,2.448,2.225
64,Dawie van der Walt,honda,-1.314,-4.491,3.176,-0.847,3.291,-6.935
65,David Lingmerth,honda,0.686,4.525,-3.84,1.218,3.265,0.042
66,Jamie Donaldson,honda,4.686,-4.568,9.253,-3.472,-2.339,1.243
67,Tyrone Van Aswegen,honda,-3.314,0.934,-4.249,2.138,0.55,-1.754
68,Justin Hicks,honda,-10.314,-9.613,-0.702,-0.521,-2.323,-6.769
69,Emiliano Grillo,honda,-5.314,0.806,-6.121,3.673,-1.191,-1.676
70,Francesco Molinari,honda,-1.314,-0.896,-0.419,-0.836,1.811,-1.871
71,Kevin Kisner,honda,-2.314,-0.985,-1.33,2.885,-2.63,-1.24
72,Stuart Appleby,honda,3.686,-4.43,8.115,-3.584,-0.441,-0.405
73,Ernie Els,honda,-2.314,-2.652,0.337,-0.988,-6.782,5.118
74,Davis Love III,honda,2.686,1.375,1.31,-1.657,5.163,-2.131
74,Darron Stiles,honda,-7.314,-9.121,1.806,-2.028,-4.213,-2.88
76,Si Woo Kim,honda,-5.314,-3.932,-1.383,1.631,-4.741,-0.822
77,Steve Wheatcroft,honda,0.686,-0.699,1.384,-2.939,-0.737,2.977
1,Scott Brown,valspar,7.816,1.325,6.491,2.561,1.922,-3.158
2,Louis Oosthuizen,valspar,7.816,6.323,1.493,1.97,4.364,-0.011
3,Sung Kang,valspar,4.816,2.603,2.213,0.88,-1.301,3.024
4,Retief Goosen,valspar,6.816,3.455,3.361,1.693,0.973,0.789
5,Bill Haas,valspar,12.816,7.44,5.376,1.661,3.968,1.811
6,Graham DeLaet,valspar,8.816,15.096,-6.28,2.783,10.295,2.018
7,Brett Stegmaier,valspar,5.816,1.068,4.748,0.316,-1.54,2.292
8,Danny Willett,valspar,4.816,7.348,-2.532,1.612,2.675,3.061
9,Charl Schwartzel,valspar,12.816,9.274,3.542,-0.454,7.835,1.893
10,Lee McCoy,valspar,9.816,5.345,4.471,0.586,4.485,0.274
11,Henrik Stenson,valspar,6.816,9.508,-2.692,2.481,5.94,1.087
12,Ryan Moore,valspar,10.816,9.641,1.175,2.135,5.524,1.982
13,Matt Kuchar,valspar,6.816,8.808,-1.992,2.186,4.834,1.788
14,Jonas Blixt,valspar,4.816,-0.61,5.426,0.559,-4.573,3.404
15,Shawn Stefani,valspar,-0.184,2.132,-2.316,0.843,1.091,0.198
15,Charley Hoffman,valspar,6.816,7.959,-1.143,0.505,3.864,3.59
17,Jordan Spieth,valspar,5.816,4.487,1.329,0.462,0.262,3.763
18,Ryan Palmer,valspar,1.816,-1.268,3.084,-1.895,2.515,-1.888
19,Justin Leonard,valspar,5.816,3.985,1.831,-0.012,2.007,1.99
20,George McNeill,valspar,6.816,4.074,2.742,-0.189,5.785,-1.522
20,Charles Howell III,valspar,8.816,8.288,0.528,2.606,2.09,3.592
22,Hudson Swafford,valspar,-0.184,-1.226,1.042,0.303,3.929,-5.458
23,Jamie Lovemark,valspar,2.816,0.97,1.846,-0.922,2.86,-0.968
24,Patrick Reed,valspar,7.816,6.936,0.88,0.303,4.058,2.575
25,Hiroshi Iwata,valspar,3.816,-1.419,5.235,-1.731,-1.759,2.071
26,Carlos Ortiz,valspar,-0.184,-0.177,-0.007,0.769,1.114,-2.06
27,Chris Kirk,valspar,1.816,-1.395,3.211,1.624,-1.802,-1.217
27,Jason Dufner,valspar,4.816,2.707,2.109,2.481,0.598,-0.372
29,Steve Stricker,valspar,7.816,2.127,5.689,-1.804,2.582,1.349
30,Daniel Berger,valspar,6.816,8.349,-1.533,1.978,6.436,-0.065
31,Will Wilcox,valspar,1.816,-0.138,1.954,1.581,0.599,-2.318
32,Justin Thomas,valspar,5.816,3.399,2.417,-0.424,2.654,1.169
33,Jason Gore,valspar,6.816,7.936,-1.12,-0.618,10.227,-1.673
33,Chez Reavie,valspar,4.816,5.212,-0.396,0.427,4.645,0.14
35,Thomas Aiken,valspar,1.816,1.555,0.261,4.404,-0.997,-1.852
36,Kevin Na,valspar,4.816,7.702,-2.886,0.606,5.858,1.238
37,Cameron Smith,valspar,1.816,2.466,-0.65,0.772,0.776,0.918
38,Blayne Barber,valspar,1.816,0.418,1.398,0.045,-1.957,2.33
39,Sam Saunders,valspar,4.816,2.626,2.19,-1.916,0.349,4.193
40,Tyler Aldridge,valspar,2.816,5.091,-2.275,2.078,1.954,1.059
41,Greg Yates,valspar,4.816,3.37,1.446,-2.663,6.135,-0.102
42,Matt Every,valspar,1.816,0.269,1.547,-0.495,3.668,-2.904
43,Steve Wheatcroft,valspar,2.816,0.646,2.17,-0.777,-0.704,2.127
44,Hunter Mahan,valspar,0.816,-4.278,5.094,0.112,-3.28,-1.11
45,John Huh,valspar,4.816,5.58,-0.764,1.641,-0.809,4.748
46,Seung-Yul Noh,valspar,1.816,1.698,0.118,-2.589,4.155,0.132
46,Will MacKenzie,valspar,2.816,1.737,1.079,2.717,-4.415,3.435
48,Vijay Singh,valspar,-2.184,0.476,-2.66,-1.514,0.265,1.725
49,Kyle Stanley,valspar,0.816,-2.575,3.391,0.617,-0.392,-2.8
50,Branden Grace,valspar,2.816,4.877,-2.061,0.352,6.384,-1.859
51,Gary Woodland,valspar,1.816,4.381,-2.565,1.793,3.266,-0.678
52,Jerry Kelly,valspar,3.816,5.037,-1.221,2.602,3.371,-0.936
52,Patton Kizzire,valspar,3.816,-1.966,5.782,-1.11,-0.55,-0.306
54,Padraig Harrington,valspar,3.816,4.565,-0.749,-0.287,2.42,2.432
55,Rory Sabbatini,valspar,1.816,1.548,0.268,0.584,0.9,0.064
56,Justin Hicks,valspar,-1.184,-2.799,1.615,0.146,-2.897,-0.048
56,Kyle Reifers,valspar,-2.184,-0.478,-1.706,-2.482,-1.146,3.15
58,Russell Knox,valspar,-0.184,1.234,-1.418,4.566,-3.59,0.258
58,Brandon Hagy,valspar,-4.184,-7.001,2.817,-0.333,-3.225,-3.443
60,Daniel Summerhays,valspar,4.816,-0.032,4.848,-2.505,-0.261,2.734
61,Ken Duke,valspar,-0.184,1.528,-1.712,0.703,-0.554,1.379
62,Mark Wilson,valspar,-0.184,2.639,-2.823,-1.112,3.17,0.581
63,Luke Donald,valspar,4.816,2.132,2.684,0.375,2.721,-0.964
64,Ian Poulter,valspar,-3.184,-2.283,-0.901,0.015,-1.309,-0.989
65,Mark Hubbard,valspar,-2.184,-4.451,2.267,-0.909,-2.188,-1.354
66,Whee Kim,valspar,0.816,-0.655,1.471,0.38,-3.972,2.937
67,Chesson Hadley,valspar,-4.184,-2.992,-1.192,-1.497,-0.588,-0.907
67,K.J. Choi,valspar,-1.184,-0.937,-0.247,-1.629,-1.102,1.794
69,Kevin Chappell,valspar,-3.184,-3.402,0.218,1.452,-3.794,-1.06
70,Camilo Villegas,valspar,1.816,-2.186,4.002,0.2,-4.897,2.511
1,Jason Day,palmerinv,14.853,9.329,5.524,3.206,1.937,4.187
2,Henrik Stenson,palmerinv,11.853,9.068,2.785,2.647,7.725,-1.303
3,Kevin Chappell,palmerinv,13.853,10.171,3.682,-0.106,6.17,4.108
4,Justin Rose,palmerinv,7.853,7.878,-0.025,6.075,0.206,1.598
5,Adam Scott,palmerinv,6.853,5.855,0.998,1.789,4.206,-0.139
